"Dimension_1","Dimension_2","Dimension_3","Cluster","id_fila_original","Month","Day"
-0.242293667245315,0.266574600570358,-1.26781935505407,"Cluster_3",1,"Mayo",1
-0.374213785729345,0.925977170203717,-0.551937387266931,"Cluster_2",2,"Mayo",2
-1.29122222199831,-0.00159393999710015,0.284002476271754,"Cluster_2",3,"Mayo",3
-1.17407428770478,-1.54555999691185,-1.35361136811629,"Cluster_3",4,"Mayo",4
-2.01721372651673,-0.82435233015855,-0.842577815453094,"Cluster_3",5,"Mayo",5
-1.58014206862966,-0.874105774625843,-0.0208426371166316,"Cluster_3",6,"Mayo",6
-0.529839791003383,-1.01351711123331,-1.61898985370388,"Cluster_3",7,"Mayo",7
-2.37775153482775,0.306887159567561,-0.373054662606555,"Cluster_2",8,"Mayo",8
-3.64589780727529,0.291971594840965,1.20827466874193,"Cluster_2",9,"Mayo",9
-0.473189825806947,0.0672289888104496,-0.936883116534412,"Cluster_3",10,"Mayo",10
-0.394548077557748,0.167747600519687,-0.994565349478984,"Cluster_3",11,"Mayo",11
-0.735181147902363,-0.716787628490437,-0.989558705198541,"Cluster_3",12,"Mayo",12
-0.829168535740281,-1.00955077164093,-1.43183086276848,"Cluster_3",13,"Mayo",13
-0.94501886332082,-1.05927983650162,-0.905776777331417,"Cluster_3",14,"Mayo",14
-2.48636568796854,0.723614713097003,-0.438326462412354,"Cluster_2",15,"Mayo",15
-1.06590487225385,-1.75518421729941,-1.29458131634616,"Cluster_3",16,"Mayo",16
-0.703760049367091,-1.52100267144572,-0.912787696635798,"Cluster_3",17,"Mayo",17
-3.48391586171566,-0.0974908020546428,0.387735686703104,"Cluster_2",18,"Mayo",18
-0.54472157272725,-1.60522040647971,-0.9259429510984,"Cluster_3",19,"Mayo",19
-1.96425684142499,1.39512017604201,-0.748267089956685,"Cluster_2",20,"Mayo",20
-2.46585356952756,1.73873490105539,-0.859456145586034,"Cluster_2",21,"Mayo",21
-1.36438179504688,-2.25011855217176,0.348703440080322,"Cluster_3",22,"Mayo",22
-2.22928162408613,1.57657103597211,-0.769236974234223,"Cluster_2",23,"Mayo",23
-1.7634800765259,0.630545329890861,-0.509964227352516,"Cluster_2",24,"Mayo",24
-2.75179948336719,0.282969197908686,0.155299635281286,"Cluster_2",25,"Mayo",25
-1.77879774770274,-1.51136613197354,-0.804205873738312,"Cluster_3",26,"Mayo",26
-1.06286248831085,-0.00388651147026673,-1.94988426261805,"Cluster_3",27,"Mayo",27
-1.85541636404604,1.43752422236033,0.180700264156273,"Cluster_2",28,"Mayo",28
-0.187848226801432,-1.28365163046233,0.929535289549015,"Cluster_3",29,"Mayo",29
2.32152362267127,0.267153634097552,-0.663231806059653,"Cluster_1",30,"Mayo",30
0.50967581112328,-0.607039210191304,-0.948719965230111,"Cluster_3",31,"Mayo",31
0.369916833951504,-0.832598555590472,-0.618808290162281,"Cluster_3",32,"Junio",1
-0.0202911532426228,-0.998046208566728,-0.703661299132933,"Cluster_3",33,"Junio",2
-1.49602699142016,-1.39640670822932,0.152072404901699,"Cluster_3",34,"Junio",3
0.304535878763225,0.117564276174659,0.28079222024759,"Cluster_3",35,"Junio",4
0.563367820618552,-0.14450086168944,0.119056068511532,"Cluster_3",36,"Junio",5
-0.454484525963667,-1.34691465333492,0.598227902693634,"Cluster_3",37,"Junio",6
-0.134092367550333,0.639158545630012,0.435117847205923,"Cluster_2",38,"Junio",7
1.10165343529339,-0.452412809842067,-0.244510826399664,"Cluster_3",39,"Junio",8
1.16026576414679,-1.47962506722948,1.2935848590271,"Cluster_3",40,"Junio",9
0.768159468293523,-1.5460767902077,0.456270908349204,"Cluster_3",41,"Junio",10
0.842271651736491,-0.811091301471191,0.984783073107851,"Cluster_3",42,"Junio",11
0.994216212125492,-0.50290102934438,0.626914450570068,"Cluster_3",43,"Junio",12
0.0564180353711672,0.641720858278027,0.0275620375533613,"Cluster_2",44,"Junio",13
-0.0955916979315187,-1.96501975273802,0.333976002132162,"Cluster_3",45,"Junio",14
0.138232781931718,-1.56890096297541,-0.132621922690427,"Cluster_3",46,"Junio",15
-1.11648043094879,-0.705144348117449,0.801843562554093,"Cluster_3",47,"Junio",16
-1.60031717698941,-2.39556014781482,1.23549480702924,"Cluster_3",48,"Junio",17
-1.55640484756411,1.54923524139864,-0.57975294552128,"Cluster_2",49,"Junio",18
-1.29173467828738,0.430562088737323,0.109741474250953,"Cluster_2",50,"Junio",19
-0.865885096430366,0.425209882932845,0.0423249666601117,"Cluster_2",51,"Junio",20
0.18027874842192,0.834885898687031,-0.63613627404304,"Cluster_2",52,"Junio",21
0.468633439856576,2.34669138290473,-1.24438170595036,"Cluster_2",53,"Junio",22
0.164182606059869,1.64758634284103,-0.815723171122545,"Cluster_2",54,"Junio",23
0.457036620013606,-0.17729792759034,-1.06449007308148,"Cluster_3",55,"Junio",24
-0.230295938290288,0.759370117455876,-0.408063487047036,"Cluster_2",56,"Junio",25
-0.0792118602219249,0.849582142260352,-0.164167346154365,"Cluster_2",57,"Junio",26
-0.971450781712549,1.34260087274074,0.192595553138849,"Cluster_2",58,"Junio",27
-0.555266028011769,0.69446810770696,0.737870550745634,"Cluster_2",59,"Junio",28
-1.44144198009548,0.919937530566108,1.39773494384593,"Cluster_2",60,"Junio",29
0.254374744804115,0.754407226878479,0.155562449391069,"Cluster_2",61,"Junio",30
3.40532101377033,0.0466748501338883,-0.719390698162404,"Cluster_1",62,"Julio",1
0.926844360344256,-0.487116036927931,0.173829705972439,"Cluster_3",63,"Julio",2
0.304737831994143,-0.395929192929804,-0.111651526923773,"Cluster_3",64,"Julio",3
-0.222648730492437,0.754689676153876,0.902040129721194,"Cluster_2",65,"Julio",4
1.52032544506997,0.855115642984802,-0.53411625904871,"Cluster_1",66,"Julio",5
0.606122443753352,-1.3890662851298,0.0913233504019178,"Cluster_3",67,"Julio",6
2.34877925841466,-0.199857991715675,-0.41027936062134,"Cluster_1",68,"Julio",7
2.79061826929024,-0.231784542092489,0.181924304105146,"Cluster_1",69,"Julio",8
2.8926630721111,-0.204397239704297,0.0518011992373349,"Cluster_1",70,"Julio",9
1.90401390688601,0.532149555953643,0.471448648085345,"Cluster_1",71,"Julio",10
0.113171293725464,0.663315238632695,0.192501395302765,"Cluster_2",72,"Julio",11
-1.24609492068414,-1.38770116475507,0.115496970913776,"Cluster_3",73,"Julio",12
-0.811377228087541,-0.524961910800007,1.16056363430077,"Cluster_3",74,"Julio",13
0.26289907472486,-1.65922687017637,1.47573494955979,"Cluster_3",75,"Julio",14
-1.61755708822343,0.810884404599239,1.38095223664057,"Cluster_2",76,"Julio",15
1.03637247349785,-0.323486331193006,-0.589001325564221,"Cluster_3",77,"Julio",16
0.396288666940091,-0.915854392242913,0.0377730185825049,"Cluster_3",78,"Julio",17
1.64703204616875,-0.475227843034796,-0.543630962850882,"Cluster_1",79,"Julio",18
2.03087065638528,0.697035090802764,-0.159892086697662,"Cluster_1",80,"Julio",19
0.789677001235445,-0.488771486509319,0.737984558141211,"Cluster_3",81,"Julio",20
-0.877616088417367,2.17473587317712,-0.26680697306276,"Cluster_2",82,"Julio",21
0.2975099517574,-0.683286049537632,-0.0977254142257162,"Cluster_3",83,"Julio",22
0.225461394128182,-1.28697507476683,0.179021271487613,"Cluster_3",84,"Julio",23
1.8541802880176,-0.83882279171003,0.0442665408520517,"Cluster_1",85,"Julio",24
2.20886286506291,-0.0193453362782783,0.18104763879863,"Cluster_1",86,"Julio",25
-0.314788293283775,1.23688351784926,0.371500228413582,"Cluster_2",87,"Julio",26
0.091273717669183,0.830818385944243,1.36881264891747,"Cluster_2",88,"Julio",27
1.91161025720029,0.142515699667482,0.256909936626008,"Cluster_1",89,"Julio",28
1.35289575585338,-0.521858883873254,-0.185118787880001,"Cluster_1",90,"Julio",29
1.38467884532013,-0.295165724982578,-0.288192720569102,"Cluster_1",91,"Julio",30
0.912351971086369,-0.550168921063233,-0.110544681580852,"Cluster_3",92,"Julio",31
0.259135228158685,1.4533517239735,0.0203532155675368,"Cluster_2",93,"Agosto",1
-1.5273317795795,1.12310645816168,1.44957487072281,"Cluster_2",94,"Agosto",2
-0.238804817664346,1.42886409011219,0.15150056166485,"Cluster_2",95,"Agosto",3
1.75605589360453,0.277718784574491,0.0386028571741252,"Cluster_1",96,"Agosto",4
0.75435997655568,0.166078602887014,-0.0435859906069456,"Cluster_3",97,"Agosto",5
1.89897135357433,0.567091838191806,-0.349087706494258,"Cluster_1",98,"Agosto",6
3.40566616127126,0.203543219984222,-0.360670961466099,"Cluster_1",99,"Agosto",7
1.81387924299975,-0.381719632584205,0.903125923244749,"Cluster_1",100,"Agosto",8
2.49223485561323,0.159943684052873,0.601885723261505,"Cluster_1",101,"Agosto",9
0.985354155267641,-0.142537010515389,0.614457280224153,"Cluster_3",102,"Agosto",10
-0.0682531002529615,0.319930955727376,1.02955293318977,"Cluster_2",103,"Agosto",11
0.369887729902753,-0.222352497520534,0.863669086826127,"Cluster_3",104,"Agosto",12
0.0806005900768823,-1.06854036733096,0.249001935733913,"Cluster_3",105,"Agosto",13
0.577577643113595,0.366637412902439,0.271619119182462,"Cluster_3",106,"Agosto",14
-0.728857234024619,1.03437156315382,0.787311765042765,"Cluster_2",107,"Agosto",15
-0.846002130185877,1.10345476333479,0.371209950289453,"Cluster_2",108,"Agosto",16
0.523456546395545,1.86803401075153,-0.0730604502573134,"Cluster_2",109,"Agosto",17
-0.325189272869686,1.03355510672819,-0.397809088544499,"Cluster_2",110,"Agosto",18
-0.10812534771333,-0.707697347242047,-0.0397967697530807,"Cluster_3",111,"Agosto",19
0.0590593313925411,-0.0718031717881048,0.0718876473319232,"Cluster_3",112,"Agosto",20
-0.973185811364125,-1.469116509075,0.671675352700863,"Cluster_3",113,"Agosto",21
-2.09194772401986,0.908687566299451,0.854253184371735,"Cluster_2",114,"Agosto",22
-0.480510557440006,-1.0482147791143,0.0249882105782234,"Cluster_3",115,"Agosto",23
0.297825190489964,-0.21177164664829,-0.0446428072949303,"Cluster_3",116,"Agosto",24
3.8913142845334,0.474261378742533,-0.875441082958733,"Cluster_1",117,"Agosto",25
1.532070930699,0.0290420636216772,0.196730139613724,"Cluster_1",118,"Agosto",26
0.928160753265854,0.917251720044891,0.0305657899128335,"Cluster_1",119,"Agosto",27
1.96357561822944,-0.0325766233726561,1.35463486938516,"Cluster_1",120,"Agosto",28
3.76192005710788,0.73855166983427,-0.222591474210464,"Cluster_1",121,"Agosto",29
2.66366006911079,0.0703905641395148,0.54461966168718,"Cluster_1",122,"Agosto",30
2.40059681242148,0.559497821906402,0.578173123678916,"Cluster_1",123,"Agosto",31
2.28970892519899,0.695219795749632,0.576574238197448,"Cluster_1",124,"Septiembre",1
2.34083275739261,0.610936161796121,0.160985254778785,"Cluster_1",125,"Septiembre",2
2.57854260816051,1.04867159759518,-0.159859839600346,"Cluster_1",126,"Septiembre",3
2.70773161456727,0.772871375516101,0.199156660039853,"Cluster_1",127,"Septiembre",4
0.746481707417311,1.29449855963679,0.521231509586187,"Cluster_2",128,"Septiembre",5
-0.896276510879575,0.249248161062813,1.79626769929097,"Cluster_2",129,"Septiembre",6
-0.185492306169494,-0.79324846069785,0.048659943070831,"Cluster_3",130,"Septiembre",7
-0.265653626292883,-0.395807896317563,-0.0858611484836781,"Cluster_3",131,"Septiembre",8
-0.535784180775142,-0.58606708862537,-0.229429791947622,"Cluster_3",132,"Septiembre",9
-0.325695110265805,-0.726290622842526,-0.693749520317052,"Cluster_3",133,"Septiembre",10
-0.261884935521863,-1.12322259416766,0.984167357175041,"Cluster_3",134,"Septiembre",11
-1.0325093411347,-1.47227997437307,0.599884998135125,"Cluster_3",135,"Septiembre",12
0.40510748578963,-0.0566017884999146,-0.958375398942329,"Cluster_3",136,"Septiembre",13
-1.70857019606179,1.46769035776162,0.18891248521014,"Cluster_2",137,"Septiembre",14
-1.41700456515814,0.505971007005206,-0.0028960758975288,"Cluster_2",138,"Septiembre",15
0.740575792029298,-0.102930485004454,-0.72719896708444,"Cluster_3",139,"Septiembre",16
-1.50332523912778,-0.930094790038115,-0.246854222169955,"Cluster_3",140,"Septiembre",17
-1.23557463438171,1.53513227194674,0.434544754631045,"Cluster_2",141,"Septiembre",18
-0.778130589060986,-0.608051992586848,-0.86552803622072,"Cluster_3",142,"Septiembre",19
0.0926953863515739,0.0998405269684234,-0.17834317564655,"Cluster_3",143,"Septiembre",20
